,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
347,345,2014-11-07,Металлург Нк,Медвешчак,0:0,1:2,1:1,:,:
348,346,2014-11-07,Сибирь,Динамо Р,0:0,2:0,1:0,:,:
349,347,2014-11-07,Барыс,Слован,1:0,3:1,2:0,:,:
350,348,2014-11-08,Трактор,Торпедо НН,1:0,0:2,2:0,:,:
351,349,2014-11-08,Югра,Северсталь,1:0,1:1,1:0,:,:
352,350,2014-11-08,Ак Барс,ЦСКА,0:0,1:1,1:1,0:0,0:1
353,351,2014-11-08,Лада,Витязь,2:3,1:0,1:2,:,:
354,352,2014-11-08,Нефтехимик,ХК Сочи,1:3,1:1,1:2,:,:
355,353,2014-11-09,Металлург Нк,Динамо Р,1:0,3:1,2:2,:,:
356,354,2014-11-10,Салават Юлаев,ХК Сочи,2:0,3:0,1:2,:,:
357,355,2014-11-10,Витязь,Динамо М,0:0,0:0,0:1,:,:
358,356,2014-11-11,Югра,Лада,0:1,1:2,1:0,:,:
359,357,2014-11-12,Амур,Автомобилист,0:0,0:1,0:0,:,:
360,358,2014-11-12,Адмирал,Ак Барс,0:3,0:1,1:1,:,:
361,359,2014-11-12,Сибирь,Металлург Мг,1:0,1:0,2:1,:,:
362,360,2014-11-12,Барыс,ХК Сочи,1:1,3:1,0:2,0:0,1:0
363,361,2014-11-12,Салават Юлаев,Авангард,0:1,1:0,0:0,0:0,0:1
364,362,2014-11-12,Торпедо НН,Атлант,0:2,0:0,0:0,:,:
365,363,2014-11-12,ЦСКА,Локомотив,0:0,2:0,0:2,0:0,1:0
366,364,2014-11-12,СКА,Динамо М,0:0,1:3,0:1,:,:
367,365,2014-11-12,Йокерит,Динамо Мн,0:0,2:0,1:1,:,:
368,366,2014-11-12,Слован,Медвешчак,0:1,0:0,1:0,0:0,0:1
369,367,2014-11-13,Трактор,Лада,0:0,0:1,0:0,:,:
370,368,2014-11-13,Югра,Нефтехимик,0:1,2:2,0:1,:,:
371,369,2014-11-14,Амур,Ак Барс,1:2,0:4,0:2,:,:
372,370,2014-11-14,Адмирал,Автомобилист,1:2,0:2,0:0,:,:
373,371,2014-11-14,Металлург Нк,Металлург Мг,1:0,0:1,0:0,1:0,:
374,372,2014-11-14,Барыс,Авангард,0:0,1:1,0:2,:,:
375,373,2014-11-14,Витязь,Локомотив,1:0,2:2,0:1,1:0,:
376,374,2014-11-14,Торпедо НН,Северсталь,1:1,1:1,0:2,:,:
377,375,2014-11-14,ЦСКА,Салават Юлаев,0:0,6:0,1:0,:,:
378,377,2014-11-14,Динамо Р,Динамо Мн,1:0,2:1,1:0,:,:
379,378,2014-11-14,Медвешчак,Атлант,0:0,2:0,2:1,:,:
380,379,2014-11-15,Трактор,Нефтехимик,0:2,5:0,1:0,:,:
381,380,2014-11-16,Амур,Металлург Мг,0:1,2:0,0:0,:,:
382,381,2014-11-16,Металлург Нк,Ак Барс,0:1,0:0,1:2,:,:
383,382,2014-11-16,Сибирь,Автомобилист,0:0,1:1,2:0,:,:
384,383,2014-11-16,Торпедо НН,Локомотив,0:0,1:0,1:0,:,:
385,384,2014-11-16,ЦСКА,Северсталь,2:1,5:1,1:0,:,:
386,385,2014-11-16,Динамо Р,Динамо М,2:0,1:1,0:0,:,:
387,386,2014-11-16,Йокерит,Слован,0:0,2:0,0:1,:,:
388,387,2014-11-16,Медвешчак,Витязь,1:2,1:1,1:3,:,:
389,388,2014-11-17,Лада,Трактор,1:0,3:1,0:0,:,:
390,389,2014-11-17,Нефтехимик,Югра,2:1,1:0,0:0,:,:
391,390,2014-11-17,СКА,Динамо Мн,0:0,3:1,0:1,:,:
392,391,2014-11-18,Адмирал,Металлург Мг,0:1,0:2,2:1,:,:
393,392,2014-11-18,Металлург Нк,Автомобилист,1:1,2:1,0:2,:,:
394,393,2014-11-18,Сибирь,Ак Барс,2:0,2:0,2:1,:,:
395,394,2014-11-18,Салават Юлаев,Барыс,0:0,2:2,3:1,:,:
396,395,2014-11-18,Торпедо НН,Витязь,0:0,2:1,2:0,:,:
397,396,2014-11-18,Атлант,Слован,0:1,0:0,1:1,:,:
398,397,2014-11-19,Северсталь,ЦСКА,0:1,0:0,0:2,:,:
399,398,2014-11-19,ХК Сочи,Трактор,0:0,4:0,0:1,:,:
400,399,2014-11-19,Динамо М,Югра,0:1,2:0,2:0,:,:
401,400,2014-11-19,Медвешчак,Динамо Мн,1:1,0:1,1:3,:,:
402,401,2014-11-20,Авангард,Барыс,0:0,1:0,0:1,0:0,1:0
403,402,2014-11-20,Витязь,Лада,0:0,0:1,0:1,:,:
404,403,2014-11-20,Локомотив,Нефтехимик,1:0,2:0,1:2,:,:
405,404,2014-11-20,Йокерит,СКА,1:0,2:0,0:1,:,:
406,405,2014-11-20,Динамо Р,Слован,0:0,0:0,0:0,0:0,1:0
407,406,2014-11-21,Адмирал,Амур,3:0,0:1,0:1,:,:
408,407,2014-11-21,Металлург Нк,Сибирь,0:1,0:1,1:2,:,:
409,408,2014-11-21,Торпедо НН,ЦСКА,1:2,1:0,1:1,0:0,0:1
410,409,2014-11-21,ХК Сочи,Югра,1:0,2:0,1:1,:,:
411,410,2014-11-22,Автомобилист,Барыс,0:1,0:0,1:0,1:0,:
412,411,2014-11-22,Металлург Мг,Салават Юлаев,1:2,0:1,1:3,:,:
413,412,2014-11-22,Ак Барс,Авангард,2:1,0:0,2:1,:,:
414,413,2014-11-22,Витязь,Нефтехимик,1:0,0:0,1:2,0:0,1:0
415,414,2014-11-22,Локомотив,Лада,0:1,1:0,1:3,:,:
416,415,2014-11-22,Северсталь,Атлант,0:2,1:0,2:1,0:1,:
417,416,2014-11-22,Динамо Р,СКА,0:1,3:0,1:1,:,:
418,417,2014-11-22,Медвешчак,Йокерит,0:0,1:2,0:1,:,:
419,418,2014-11-23,Сибирь,Металлург Нк,2:0,1:1,1:1,:,:
420,419,2014-11-24,Амур,Адмирал,1:0,0:0,1:1,:,:
421,420,2014-11-24,Автомобилист,Салават Юлаев,1:0,0:0,2:0,:,:
422,421,2014-11-24,Металлург Мг,Авангард,0:1,0:2,0:1,:,:
423,422,2014-11-24,Трактор,Лада,1:1,1:0,1:0,:,:
424,423,2014-11-24,Югра,Нефтехимик,0:2,0:2,2:0,:,:
425,424,2014-11-24,Ак Барс,Барыс,1:1,2:1,0:0,:,:
426,425,2014-11-24,ЦСКА,СКА,2:1,1:2,2:0,:,:
427,426,2014-11-24,Динамо М,Атлант,2:0,0:1,0:1,0:0,1:0
428,427,2014-11-24,Динамо Мн,ХК Сочи,1:0,0:3,1:1,:,:
429,428,2014-11-24,Динамо Р,Йокерит,3:1,0:2,0:1,:,:
430,429,2014-11-25,Слован,Локомотив,1:0,0:2,0:1,:,:
431,430,2014-11-25,Медвешчак,Витязь,0:1,2:0,1:0,:,:
432,431,2014-11-26,Автомобилист,Авангард,1:0,2:1,2:1,:,:
433,432,2014-11-26,Ак Барс,Салават Юлаев,0:0,0:0,0:0,0:0,0:1
434,433,2014-11-26,Атлант,ХК Сочи,0:1,1:2,1:1,:,:
435,434,2014-11-27,Лада,Металлург Мг,1:0,1:3,0:1,:,:
436,435,2014-11-27,Северсталь,Торпедо НН,1:1,1:1,1:1,0:0,0:1
437,436,2014-11-27,СКА,Металлург Нк,1:1,4:0,1:1,:,:
438,437,2014-11-27,Йокерит,Сибирь,0:0,1:1,2:0,:,:
439,438,2014-11-27,Слован,Витязь,0:0,0:1,0:1,:,:
440,439,2014-11-27,Медвешчак,Локомотив,2:0,1:1,0:2,0:1,:
441,440,2014-11-28,Авангард,Салават Юлаев,0:1,2:0,0:0,:,:
442,441,2014-11-28,Динамо Р,Амур,2:1,1:0,0:0,:,:
443,442,2014-11-29,Барыс,Адмирал,1:0,1:2,2:2,0:1,:
444,443,2014-11-29,Трактор,Металлург Мг,0:0,0:2,2:0,0:1,:
445,444,2014-11-29,Югра,Автомобилист,2:0,2:0,0:0,:,:
446,445,2014-11-29,Витязь,Северсталь,0:2,1:2,1:1,:,:
447,446,2014-11-29,Динамо М,ЦСКА,1:0,0:2,2:1,0:0,0:1
448,447,2014-11-29,Нефтехимик,Ак Барс,0:1,0:2,1:1,:,:
449,448,2014-11-29,СКА,Сибирь,0:2,2:1,3:1,:,:
450,449,2014-11-29,Динамо Мн,Медвешчак,1:0,1:1,2:2,:,:
451,450,2014-11-29,Динамо Р,Металлург Нк,0:0,1:0,0:0,:,:
452,451,2014-11-29,ХК Сочи,Торпедо НН,2:0,1:1,1:0,:,:
453,452,2014-11-29,Слован,Атлант,1:0,0:1,0:0,0:0,1:0
454,453,2014-11-30,Йокерит,Амур,0:0,2:2,0:0,0:0,1:0
455,454,2014-12-01,Авангард,Адмирал,2:0,1:3,1:0,:,:
456,455,2014-12-01,Салават Юлаев,Барыс,0:0,3:1,0:1,:,:
457,457,2014-12-01,Югра,Металлург Мг,1:0,1:0,1:0,:,:
458,458,2014-12-01,Витязь,Атлант,1:0,0:0,0:1,0:0,1:0
459,460,2014-12-01,ХК Сочи,Северсталь,0:1,2:1,0:0,1:0,:
460,461,2014-12-01,Динамо М,Торпедо НН,1:1,2:1,2:1,:,:
461,462,2014-12-01,Динамо Р,Сибирь,0:0,1:2,1:1,:,:
462,463,2014-12-01,Слован,Металлург Нк,1:0,3:0,1:0,:,:
463,755,2014-12-01,Йокерит,Ак Барс,1:1,0:1,1:2,:,:
464,464,2014-12-02,СКА,Амур,2:0,2:1,3:0,:,:
465,465,2014-12-03,Салават Юлаев,Адмирал,2:0,0:1,0:0,:,:
466,466,2014-12-03,Трактор,Ак Барс,0:1,1:1,1:0,0:0,0:1
467,467,2014-12-03,Витязь,Торпедо НН,0:0,0:1,3:0,:,:
468,468,2014-12-03,Лада,Автомобилист,1:0,1:0,2:2,:,:
469,469,2014-12-03,Локомотив,Динамо Мн,0:1,2:1,2:3,:,:
470,470,2014-12-03,Нефтехимик,Металлург Мг,0:1,0:1,1:1,:,:
471,471,2014-12-03,ХК Сочи,Слован,0:0,4:0,0:1,:,:
472,472,2014-12-03,ЦСКА,Северсталь,4:1,1:0,4:0,:,:
473,473,2014-12-03,Атлант,Сибирь,0:3,0:0,2:2,:,:
474,474,2014-12-03,Динамо М,Медвешчак,0:0,2:1,0:1,0:0,0:1
475,475,2014-12-03,Йокерит,Металлург Нк,4:0,2:1,0:0,:,:
476,476,2014-12-04,Барыс,Авангард,0:0,0:1,0:1,:,:
477,477,2014-12-05,Югра,Ак Барс,0:1,2:1,1:1,0:0,1:0
478,478,2014-12-05,Витязь,Динамо Мн,2:3,1:1,0:1,:,:
479,479,2014-12-05,Нефтехимик,Автомобилист,1:1,0:2,0:1,:,:
480,480,2014-12-05,ХК Сочи,Медвешчак,4:0,1:1,1:1,:,:
481,481,2014-12-05,Динамо М,Слован,4:0,1:2,2:0,:,:
482,482,2014-12-06,Локомотив,ЦСКА,0:2,0:1,0:1,:,:
483,483,2014-12-07,Атлант,Динамо Р,2:1,1:0,1:0,:,:
484,484,2014-12-07,Динамо М,СКА,1:0,0:0,1:1,:,:
485,485,2014-12-08,Амур,Нефтехимик,0:0,0:0,0:2,:,:
486,486,2014-12-08,Адмирал,Лада,1:0,2:0,0:0,:,:
487,487,2014-12-08,Металлург Нк,Югра,0:0,0:0,0:1,:,:
488,488,2014-12-08,Сибирь,Трактор,0:0,0:0,0:1,:,:
489,489,2014-12-08,Северсталь,ХК Сочи,1:0,1:0,0:2,0:0,0:1
490,490,2014-12-08,Динамо Мн,Салават Юлаев,1:0,2:0,1:0,:,:
491,491,2014-12-08,Слован,Авангард,0:3,1:0,2:2,:,:
492,492,2014-12-08,Медвешчак,Барыс,1:2,1:0,1:3,:,:
493,493,2014-12-09,Автомобилист,Йокерит,0:0,2:0,2:0,:,:
494,494,2014-12-09,Металлург Мг,СКА,0:1,1:1,2:1,1:0,:
495,495,2014-12-09,Ак Барс,Динамо Р,1:1,2:1,0:0,:,:
496,496,2014-12-10,Амур,Лада,1:0,2:2,0:0,:,:
497,497,2014-12-10,Адмирал,Нефтехимик,1:2,1:1,3:0,:,:
498,498,2014-12-10,Металлург Нк,Трактор,0:2,0:1,1:3,:,:
499,499,2014-12-10,Сибирь,Югра,2:1,3:0,0:1,:,:
500,500,2014-12-10,Витязь,ЦСКА,0:1,0:2,1:1,:,:
501,501,2014-12-10,Северсталь,Локомотив,1:0,0:0,1:1,:,:
502,502,2014-12-10,Торпедо НН,ХК Сочи,1:1,2:2,1:3,:,:
503,503,2014-12-10,Атлант,Салават Юлаев,0:0,5:0,1:1,:,:
504,504,2014-12-10,Слован,Барыс,2:1,1:1,0:0,:,:
505,505,2014-12-10,Медвешчак,Авангард,0:4,1:1,1:1,:,:
506,506,2014-12-11,Автомобилист,СКА,0:3,0:1,1:1,:,:
507,507,2014-12-11,Металлург Мг,Динамо Р,3:1,1:3,1:0,:,:
508,508,2014-12-11,Ак Барс,Йокерит,0:2,0:0,1:0,:,:
509,509,2014-12-12,Амур,Трактор,0:3,1:0,1:1,:,:
510,510,2014-12-12,Адмирал,Югра,1:1,0:1,0:0,:,:
511,511,2014-12-12,Металлург Нк,Лада,2:1,2:2,1:0,:,:
512,512,2014-12-12,Сибирь,Нефтехимик,2:2,3:0,2:0,:,:
513,513,2014-12-12,Северсталь,Витязь,0:0,1:0,1:4,:,:
514,514,2014-12-12,Торпедо НН,Локомотив,0:1,0:1,1:0,:,:
515,515,2014-12-12,ХК Сочи,Динамо М,0:1,1:3,0:2,:,:
516,516,2014-12-12,Атлант,Барыс,1:0,2:3,0:1,:,:
517,517,2014-12-12,Динамо Мн,Авангард,2:1,3:1,1:0,:,:
518,518,2014-12-12,Слован,Салават Юлаев,0:1,1:0,1:1,0:0,1:0
519,519,2014-12-13,Автомобилист,Динамо Р,0:1,0:0,0:2,:,:
520,520,2014-12-13,Металлург Мг,Йокерит,0:2,3:1,0:1,:,:
521,521,2014-12-13,Ак Барс,СКА,1:0,1:0,1:1,:,:
522,522,2014-12-14,Адмирал,Трактор,1:1,2:1,0:1,0:0,1:0
523,523,2014-12-14,Амур,Югра,1:0,0:2,0:1,:,:
524,524,2014-12-14,Металлург Нк,Нефтехимик,1:1,1:0,0:1,0:0,1:0
525,525,2014-12-14,Сибирь,Лада,2:0,1:2,1:1,:,:
526,526,2014-12-14,Атлант,Авангард,2:0,1:0,0:1,:,:
527,527,2014-12-14,Торпедо НН,Витязь,4:1,0:0,1:0,:,:
528,528,2014-12-14,ЦСКА,Динамо М,0:1,0:0,1:1,:,:
529,529,2014-12-14,Динамо Мн,Барыс,2:0,0:1,3:1,:,:
530,530,2014-12-14,ХК Сочи,Локомотив,0:1,1:6,1:2,:,:
531,531,2014-12-14,Медвешчак,Салават Юлаев,0:1,0:0,1:2,:,:
532,532,2014-12-15,Слован,Йокерит,2:0,2:2,2:0,:,:
533,533,2014-12-22,Слован,Лада,1:1,0:0,1:1,0:0,0:1
534,534,2014-12-22,Медвешчак,Нефтехимик,2:0,2:1,1:2,:,:
535,778,2014-12-22,Йокерит,Динамо Р,2:1,1:0,0:0,:,:
536,535,2014-12-23,Локомотив,Витязь,2:1,1:1,1:0,:,:
537,536,2014-12-24,Амур,Сибирь,0:3,0:0,1:1,:,:
538,538,2014-12-24,Барыс,Ак Барс,0:2,1:1,0:1,:,:
539,539,2014-12-24,Металлург Мг,Автомобилист,0:0,2:0,1:0,:,:
540,540,2014-12-24,Салават Юлаев,Авангард,1:0,2:2,0:1,0:1,:
541,541,2014-12-24,Трактор,Лада,0:0,1:0,1:1,:,:
542,542,2014-12-24,Динамо Мн,СКА,0:0,1:1,0:0,0:0,1:0
543,543,2014-12-24,Динамо Р,ЦСКА,3:1,1:2,0:2,:,:
544,544,2014-12-24,Северсталь,Динамо М,1:0,1:2,3:0,:,:
545,545,2014-12-24,Торпедо НН,ХК Сочи,1:2,1:0,0:0,1:0,:
546,546,2014-12-24,Слован,Нефтехимик,0:1,1:1,3:4,:,:
547,547,2014-12-25,Амур,Сибирь,1:3,2:1,0:1,:,:
548,549,2014-12-25,Локомотив,Атлант,4:0,2:2,0:1,:,:
549,550,2014-12-26,Автомобилист,Ак Барс,0:0,1:0,2:0,:,:
550,551,2014-12-26,Металлург Мг,Барыс,1:4,5:2,0:0,0:0,1:0
551,553,2014-12-26,Северсталь,ХК Сочи,0:0,1:0,0:0,:,:
552,554,2014-12-26,Слован,СКА,0:3,0:2,1:1,:,:
553,555,2014-12-26,Торпедо НН,Динамо М,0:0,1:0,0:1,0:0,1:0
554,556,2014-12-26,ЦСКА,Авангард,2:1,1:0,0:0,:,:
555,557,2014-12-27,Витязь,Атлант,0:1,2:1,0:2,:,:
556,558,2014-12-27,Динамо Мн,Динамо Р,0:1,0:0,1:0,1:0,:
557,559,2014-12-28,Авангард,Барыс,0:0,1:1,2:0,:,:
558,560,2014-12-28,Металлург Нк,Амур,1:1,0:1,1:1,:,:
559,561,2014-12-28,Сибирь,Адмирал,2:0,0:0,1:0,:,:
560,562,2014-12-28,Металлург Мг,Ак Барс,1:1,0:1,1:1,:,:
561,563,2014-12-28,Лада,Югра,1:1,0:1,2:1,0:0,1:0
562,564,2014-12-28,Локомотив,Северсталь,1:0,1:1,0:0,:,:
563,566,2014-12-28,ЦСКА,ХК Сочи,1:0,2:3,2:0,:,:
564,567,2014-12-28,СКА,Динамо М,0:0,0:1,1:1,:,:
565,568,2014-12-29,Атлант,Динамо Р,0:1,0:2,2:0,:,:
566,569,2014-12-29,Динамо Мн,Витязь,1:2,2:0,2:2,:,:
567,570,2014-12-30,Металлург Нк,Адмирал,1:2,0:1,0:1,:,:
568,571,2014-12-30,Сибирь,Амур,4:0,2:2,0:0,:,:
569,572,2014-12-30,Барыс,Трактор,1:1,1:1,2:0,:,:
570,573,2014-12-30,Ак Барс,Югра,2:0,0:1,1:1,:,:
571,574,2014-12-30,Локомотив,ХК Сочи,0:0,3:1,1:1,:,:
572,575,2014-12-30,Северсталь,Торпедо НН,0:1,0:1,2:0,0:0,0:1
573,576,2015-01-03,Автомобилист,Нефтехимик,0:0,1:2,1:0,0:0,0:1
574,577,2015-01-03,Металлург Мг,Лада,0:0,2:0,0:0,:,:
575,579,2015-01-03,Йокерит,Динамо Мн,3:1,0:1,2:0,:,:
576,580,2015-01-04,Медвешчак,Слован,0:2,3:2,2:0,:,:
577,581,2015-01-05,Металлург Нк,Салават Юлаев,1:3,1:1,3:0,:,:
578,582,2015-01-05,Сибирь,Авангард,1:0,2:0,1:0,:,:
579,583,2015-01-05,Металлург Мг,Нефтехимик,0:1,1:0,0:2,:,:
580,584,2015-01-05,Трактор,Югра,1:1,1:0,3:1,:,:
581,585,2015-01-05,Ак Барс,Лада,1:0,0:0,2:0,:,:
582,586,2015-01-05,Атлант,Динамо Мн,1:0,1:3,0:1,:,:
583,587,2015-01-05,Северсталь,Локомотив,1:1,0:0,0:0,0:0,0:1
584,588,2015-01-05,ЦСКА,Динамо М,0:0,0:0,1:0,:,:
585,589,2015-01-05,Йокерит,СКА,1:1,0:2,0:0,:,:
586,590,2015-01-05,ХК Сочи,Витязь,2:0,2:2,1:0,:,:
587,591,2015-01-06,Адмирал,Амур,2:0,2:1,2:2,:,:
588,592,2015-01-07,Автомобилист,Лада,1:1,1:1,0:0,1:0,:
589,593,2015-01-07,Салават Юлаев,Барыс,0:0,1:1,0:2,:,:
590,594,2015-01-07,Ак Барс,Нефтехимик,1:2,1:0,1:0,:,:
591,595,2015-01-07,Торпедо НН,Северсталь,0:1,0:1,0:2,:,:
592,596,2015-01-07,ЦСКА,Витязь,0:0,1:0,1:2,1:0,:
593,597,2015-01-07,ХК Сочи,Локомотив,1:4,1:0,0:0,:,:
594,598,2015-01-07,Динамо Р,Йокерит,1:0,1:1,1:1,:,:
595,599,2015-01-08,Авангард,Динамо М,0:1,2:3,1:3,:,:
596,600,2015-01-08,Трактор,Сибирь,0:0,1:2,1:0,1:0,:
597,601,2015-01-08,Югра,Металлург Нк,2:0,0:1,1:0,:,:
598,602,2015-01-08,Атлант,Медвешчак,0:1,1:1,1:1,:,:
599,603,2015-01-08,Динамо Мн,Слован,1:0,1:1,0:1,0:0,1:0
600,604,2015-01-09,СКА,Торпедо НН,2:0,2:2,1:0,:,:
601,605,2015-01-09,Йокерит,Северсталь,1:2,0:0,2:0,:,:
602,606,2015-01-10,Авангард,Ак Барс,0:1,2:0,1:1,:,:
603,607,2015-01-10,Барыс,Автомобилист,2:0,2:1,0:0,:,:
604,608,2015-01-10,Салават Юлаев,Металлург Мг,0:0,1:0,2:2,:,:
605,609,2015-01-10,Трактор,Амур,2:2,3:2,1:0,:,:
606,610,2015-01-10,Югра,Адмирал,1:2,2:3,0:1,:,:
607,611,2015-01-10,Атлант,Динамо М,0:0,0:0,2:3,:,:
608,612,2015-01-10,Витязь,Медвешчак,1:1,1:0,0:1,0:1,:
609,613,2015-01-10,Лада,Металлург Нк,2:1,3:1,1:1,:,:
610,614,2015-01-10,Локомотив,Слован,0:0,0:1,0:1,:,:
611,615,2015-01-10,Нефтехимик,Сибирь,0:0,1:1,0:1,:,:
612,616,2015-01-10,ХК Сочи,Динамо Мн,1:1,0:0,1:2,:,:
613,617,2015-01-11,СКА,Северсталь,2:0,1:2,0:1,1:0,:
614,618,2015-01-11,Динамо Р,Торпедо НН,2:0,0:1,0:0,:,:
615,657,2015-01-11,ЦСКА,Йокерит,1:1,1:1,1:1,1:0,:
616,620,2015-01-12,Авангард,Автомобилист,0:0,0:0,2:1,:,:
617,621,2015-01-12,Барыс,Металлург Мг,0:3,0:0,2:0,:,:
618,622,2015-01-12,Салават Юлаев,Ак Барс,1:1,2:0,2:2,:,:
619,623,2015-01-12,Трактор,Адмирал,0:1,3:0,0:0,:,:
620,624,2015-01-12,Югра,Амур,0:1,2:0,2:1,:,:
621,625,2015-01-12,Витязь,Слован,0:0,0:1,1:0,1:0,:
622,626,2015-01-12,Лада,Сибирь,1:1,0:1,0:1,:,:
623,627,2015-01-12,Локомотив,Медвешчак,3:1,0:1,1:1,:,:
624,628,2015-01-12,Нефтехимик,Металлург Нк,0:0,2:0,4:0,:,:
625,629,2015-01-12,ХК Сочи,Атлант,4:0,1:4,1:0,:,:
626,630,2015-01-13,СКА,ЦСКА,2:0,1:1,0:0,:,:
627,631,2015-01-13,Динамо Мн,Динамо М,1:0,0:0,1:2,0:0,1:0
628,633,2015-01-13,Динамо Р,Северсталь,0:0,1:0,1:0,:,:
629,678,2015-01-13,Торпедо НН,Йокерит,0:1,0:2,3:1,:,:
630,634,2015-01-14,Авангард,Металлург Мг,0:2,1:1,0:0,:,:
631,635,2015-01-14,Салават Юлаев,Автомобилист,2:2,1:1,0:2,:,:
632,636,2015-01-14,Трактор,Металлург Нк,3:0,0:0,0:2,:,:
633,637,2015-01-14,Югра,Сибирь,1:1,0:0,1:3,:,:
634,638,2015-01-14,Лада,Адмирал,0:1,1:0,1:0,:,:
635,639,2015-01-14,Нефтехимик,Амур,1:1,1:0,0:0,:,:
636,578,2015-01-15,Динамо Р,СКА,0:0,1:1,1:1,0:0,0:1
637,640,2015-01-15,ЦСКА,Торпедо НН,1:0,0:0,0:0,:,:
638,641,2015-01-15,Атлант,Витязь,1:0,2:1,0:0,:,:
639,642,2015-01-15,Динамо Мн,Локомотив,1:0,1:0,1:0,:,:
640,643,2015-01-15,Слован,ХК Сочи,1:1,0:2,2:2,:,:
641,644,2015-01-15,Медвешчак,Динамо М,1:2,2:1,0:0,0:1,:
642,645,2015-01-16,Ак Барс,Автомобилист,1:0,0:2,0:1,:,:
643,646,2015-01-16,Лада,Амур,2:0,2:1,0:1,:,:
644,648,2015-01-17,Авангард,Барыс,0:1,1:0,3:0,:,:
645,649,2015-01-17,Сибирь,Салават Юлаев,1:3,0:0,0:1,:,:
646,650,2015-01-17,Атлант,Локомотив,0:1,0:2,1:1,:,:
647,651,2015-01-17,Динамо Мн,Витязь,0:2,1:0,1:3,:,:
648,652,2015-01-17,Слован,Динамо М,0:0,0:2,0:0,:,:
649,653,2015-01-17,Медвешчак,ХК Сочи,1:1,1:1,0:0,1:0,:
650,456,2015-01-18,Трактор,Автомобилист,2:0,0:1,2:0,:,:
651,552,2015-01-18,Югра,Нефтехимик,0:2,1:2,0:1,:,:
652,619,2015-01-18,Йокерит,ЦСКА,0:0,1:0,1:1,:,:
653,654,2015-01-18,Металлург Мг,Ак Барс,0:0,0:1,3:0,:,:
654,655,2015-01-18,Северсталь,СКА,0:1,1:1,1:2,:,:
655,656,2015-01-18,Торпедо НН,Динамо Р,0:1,3:2,0:0,0:0,0:1
656,658,2015-01-19,Амур,Адмирал,0:1,0:1,2:0,0:1,:
657,659,2015-01-19,Барыс,Салават Юлаев,0:0,1:0,2:2,:,:
658,660,2015-01-20,Металлург Нк,Сибирь,0:1,2:2,0:2,:,:
659,661,2015-01-20,Автомобилист,Металлург Мг,0:0,0:0,1:1,0:0,0:1
660,662,2015-01-20,Витязь,Югра,2:2,0:1,1:0,0:1,:
661,663,2015-01-20,Локомотив,Трактор,0:0,0:0,1:0,:,:
662,664,2015-01-20,Северсталь,Йокерит,0:0,2:1,0:0,:,:
663,665,2015-01-20,Торпедо НН,СКА,0:0,0:0,0:0,0:0,0:1
664,666,2015-01-20,ХК Сочи,Нефтехимик,0:0,1:1,1:1,0:0,0:1
665,667,2015-01-20,ЦСКА,Динамо Р,1:0,1:0,1:0,:,:
666,668,2015-01-20,Динамо М,Лада,0:0,0:1,1:1,:,:
667,669,2015-01-20,Слован,Динамо Мн,2:2,1:2,1:2,:,:
668,670,2015-01-20,Медвешчак,Атлант,0:0,2:2,0:1,:,:
669,671,2015-01-21,Адмирал,Амур,1:1,1:1,2:2,0:0,0:1
670,672,2015-01-21,Авангард,Салават Юлаев,1:2,2:2,1:0,0:1,:
671,632,2015-01-22,Йокерит,Торпедо НН,1:1,2:1,0:0,:,:
672,673,2015-01-22,Барыс,Сибирь,1:1,0:1,2:0,:,:
673,674,2015-01-22,Ак Барс,Металлург Мг,0:0,1:0,2:0,:,:
674,675,2015-01-22,Витязь,Трактор,3:1,0:1,1:0,:,:
675,676,2015-01-22,Локомотив,Югра,1:0,3:0,1:2,:,:
676,677,2015-01-22,Северсталь,Динамо Р,1:1,1:1,1:2,:,:
677,679,2015-01-22,ЦСКА,СКА,1:1,0:1,0:1,:,:
678,680,2015-01-22,Динамо М,Нефтехимик,0:0,1:0,1:0,:,:
679,681,2015-01-22,Слован,Атлант,1:2,1:0,2:3,:,:
680,682,2015-01-22,Медвешчак,Динамо Мн,1:0,3:0,0:2,:,:
681,537,2015-01-23,Адмирал,Металлург Нк,0:1,0:0,1:0,0:0,0:1
682,548,2015-01-24,Адмирал,Металлург Нк,0:1,1:1,2:0,:,:
683,565,2015-01-26,Нефтехимик,Трактор,1:1,2:1,1:0,:,:
684,738,2015-01-26,Салават Юлаев,СКА,1:0,1:0,1:1,:,:
685,683,2015-01-27,Металлург Нк,Амур,2:1,0:2,0:1,:,:
686,684,2015-01-27,Сибирь,Адмирал,0:0,0:0,2:1,:,:
687,685,2015-01-28,Авангард,ЦСКА,1:2,1:2,0:0,:,:
688,686,2015-01-28,Автомобилист,Трактор,0:0,1:0,0:3,:,:
689,687,2015-01-28,Барыс,Северсталь,1:1,0:1,1:0,1:0,:
690,688,2015-01-28,Металлург Мг,Динамо Мн,1:1,1:0,1:1,:,:
691,689,2015-01-28,Салават Юлаев,Торпедо НН,0:2,0:2,0:2,:,:
692,690,2015-01-28,Ак Барс,Югра,2:0,0:0,1:1,:,:
693,691,2015-01-28,Локомотив,Витязь,0:0,0:1,1:0,0:0,1:0
694,692,2015-01-28,Динамо М,ХК Сочи,1:0,1:0,1:0,:,:
